id,title,authors,description,categories,average_rating,ratings_count,published_date,page_count,thumbnail,language,source_query
ZTFNQAhcuGkC,A Course in Miracles,Foundation for Inner Peace,"""Inner voice"" of Helen Schucman, recorded by William Thetford.","Body, Mind & Spirit",5,3,1996,1320,http://books.google.com/books/content?id=ZTFNQAhcuGkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:spirituality
WP4Sq4hORygC,The Urantia Book,Urantia Foundation,"Written in the form of a revelation from divine beings, the classic guide to expanding consciousness presents texts discussing God, the universe, angels and other beings, the history of the world, the development of civilization, personal spiritual growth, and the life and teachings of Jesus.","Body, Mind & Spirit",3,2,1955,2182,http://books.google.com/books/content?id=WP4Sq4hORygC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:spirituality
bzyU-sk74ngC,The Road Less Traveled,Morgan Scott Peck,Provides ways to confront reality and achieve self-actualization.,Medical,,0,1978,324,http://books.google.com/books/content?id=bzyU-sk74ngC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:spirituality
xQtsAAAAMAAJ,Inner Hygiene,James C. Whorton,"This book will have strong appeal to historians of medicine, American and European historians with an interest in health and popular culture, physicians and other health professionals, and laypersons concerned about diet and health.""--BOOK JACKET.",Health & Fitness,,0,2000,352,http://books.google.com/books/content?id=xQtsAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:health
KgRR12F0RPAC,The China Study,T. Colin Campbell|Thomas M. Campbell (II.),"These issues all come down to three things: breakfast, lunch and dinner.",Health & Fitness,4.5,7,2006,442,http://books.google.com/books/content?id=KgRR12F0RPAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
LcCMPwAACAAJ,An Invitation to Health,Dianne R. Hales|Lara Lauzon,"An Invitation to Health, First Canadian Edition presents a Canadian perspective that focuses on Canadian health attitudes and lifestyles in a way that Canadian students can understand and directly apply. Hales and Lauzon stay true to the central themes that made their text such a bestseller in earlier editions: the focus on behaviour change, the prevention of illness and the achievement of optimal health and wellness. This text introduces students to the latest research, information, and recommendations related to health and healthy lifestyles with uniquely Canadian examples, references to the Canadian medical system and Canadian-specific attitudes.",Health,,0,2006-04-06,447,http://books.google.com/books/content?id=LcCMPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:health
M77RDwAAQBAJ,Tools of Titans,Timothy Ferriss,"Fitness, money, and wisdom -- here are the tools. Over the last two years, Tim Ferriss has collected the routines and tools of world-class performers around the globe while interviewing them for his self-titled podcast. Now the distilled notebook of tips and tricks that helped him double his income, flexibility, happiness, and more is available as Tools of Titans.",Business & Economics,,0,2016,739,http://books.google.com/books/content?id=M77RDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
MG_ZCwAAQBAJ,George's Marvelous Medicine,Roald Dahl,"George decides that his grumpy, selfish old grandmother must be a witch and concocts some marvelous medicine to take care of her.",Juvenile Fiction,,0,2007-08-16,103,http://books.google.com/books/content?id=MG_ZCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
HJOjAgAAQBAJ,Never Be Sick Again,Raymond Francis,Presents a practical theory of health and disease that aims to revolutionize the way we look at illness. This book provides readers a holistic approach to living that will empower them to get well - and stay well.,Health & Fitness,,0,2002-09,418,http://books.google.com/books/content?id=HJOjAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
9sf-DwAAQBAJ,Active Living Every Day,Steven N. Blair|Andrea L. Dunn|Bess H. Marcus|Ruth Ann Carpenter|Peter Jaret,"Active Living Every Day, Third Edition, is a behavior change strategy book intended to help the reader become more physically active. It includes activities and tools within every chapter to encourage the reader to make long-term changes to improve health.",Health & Fitness,,0,2021,193,http://books.google.com/books/content?id=9sf-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
earWAAAAMAAJ,"Health, the Basics",Rebecca J. Donatelle|Lorraine G. Davis,"This is a compact version of the personal health text Access to Health third edition. This text, while substantially shorter than the full version, continues to provide a thorough coverage of health and well-being concepts and theory.",Health & Fitness,4,1,1994,548,http://books.google.com/books/content?id=earWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:health
w7xvDwAAQBAJ,Healing Emotions,Daniel Goleman,"Can the mind heal the body? The Buddhist tradition says yes - and now that many Western scientists are beginning to agree, these discussions between His Holiness the Fourteenth Dalai Lama and a group of prominent physicians, psychologists, and meditation teachers could not be more timely. This book is a record of the Mind and Life Conference III, a meeting that gathered together a unique assortment of Buddhist teachers and Western scholars in an attempt to shed new light on the body-mind connection.",Health & Fitness,,0,2003,289,http://books.google.com/books/content?id=w7xvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
eIQ-NHY5FWMC,Body,Don Johnson,"Body: Recovering Our Sensual Wisdom outlines a plan for reclaiming unity among our body movements, senses, and thought processes. It describes how we are pressured to mold ourselves to fit others' needs by attitudes fostered in religions, schools, the workplace, and the military. It gives special attention to how gender ideals shape us. Interweaving personal experiences, anatomical analyses, and the stories of men and women from various walks of life, the book explores how the mind/body split, concretized in our social institutions, coaxes us to distrust what our own senses tell us. In marked contrast to the individualistic aura of books in a similar vein, this book argues that individual awareness alone is not enough to correct the social scars left by mind-body dualisms. Real change can only come about when we join together to alter the shapes of our social body: schools, churches, political organizations, businesses, and health-care practices. Throughout the book, there are practical yet sensitive exercises offered for bringing about a reunion of abstract ideas and flesh, a recovery of our forgotten genius embedded in the cells of our bodies.",Health & Fitness,,0,1992,260,http://books.google.com/books/content?id=eIQ-NHY5FWMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
qliYOteXA30C,"Natural Health, Natural Medicine",Andrew Weil,"Incorporating the author's theories of preventive health maintenance and alternative healing, this title features general diet and nutrition information, simple recipes, and a catalogue of home remedies and tips.",Health & Fitness,4,2,2004,454,http://books.google.com/books/content?id=qliYOteXA30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
d8ONBQAAQBAJ,Dreambody,Arnold Mindell,"Bridging the gaps between depth psychology, somatic psychology, spirituality, and energy-based mind-body practices, ""Dreambody"" is the foundational introduction to process-oriented psychology, by its founder Mindell, an MIT physicist and Jungian analyst.",Health & Fitness,,0,2011,247,http://books.google.com/books/content?id=d8ONBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
LM1I9zVPcXsC,Naturally Dangerous,James P. Collman,"Examines the scientific facts behind claims about the safety or dangers of organic and commercial foods, natural herbs, modern medicine, and the environment.",Health & Fitness,,0,2001-09-21,308,http://books.google.com/books/content?id=LM1I9zVPcXsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
h8F3OmblmH4C,Handbook of Religion and Health,Harold George Koenig|Michael E. McCullough|David B. Larson,"""This handbook reviews and discusses the extensive research on the relationships between religion and a variety of mental and physical health outcomes, including depression, anxiety, heart disease, hypertension, stroke, cancer, and immune system dysfunction, along with health destructive behaviors such as smoking, substance abuse, and risky sexual activity. This research review is both critical and comprehensive, encompassing a huge corpus of published and unpublished research conducted between 1900 and 2000. Both positive and negative effects on health throughout the lifespan from childhood to old age are examined and discussed."" ""Offering the only comprehensive examination of the research in this burgeoning field, this groundbreaking work lays the foundation for research, clinical practice, and collaboration between religious and health professionals in the twenty-first century.""--BOOK JACKET.",Health & Fitness,4.5,3,2001,724,http://books.google.com/books/content?id=h8F3OmblmH4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
GsRL_3XDTaEC,Social Psychology of Health and Illness,Glenn S. Sanders|Jerry M. Suls,"First Published in 1989. Routledge is an imprint of Taylor & Francis, an informa company.",Medical,,0,1982,364,http://books.google.com/books/content?id=GsRL_3XDTaEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:health
